808000:	18      	CLC 
81CAD5:	A018A8  	LDY #$A818
81CAD8:	A902    	LDA #$02
81CADA:	2086CB  	JSR $CB86
81CADD:	4CE5C9  	JMP $C9E5

81CAE0:	AE0007  	LDX $0700
81CAE3:	C220    	REP #$20
81CAE5:	A90002  	LDA #$0200
81CAE8:	9D0900  	STA $0009,x
81CAEB:	A90028  	LDA #$2800
81CAEE:	9D0B00  	STA $000B,x
81CAF1:	A931AD  	LDA #$AD31
81CAF4:	9D1400  	STA $0014,x
81CAF7:	E220    	SEP #$20
81CAF9:	FE0200  	INC $0002,x
81CAFC:	4CE5C9  	JMP $C9E5

81CAFF:	20538B  	JSR $8B53
81CB02:	BD0B00  	LDA $000B,x
81CB05:	1A      	INC A
81CB06:	DD0C00  	CMP $000C,x
81CB09:	D027    	BNE $CB32
81CB0B:	C220    	REP #$20
81CB0D:	A90000  	LDA #$0000
81CB10:	8D2607  	STA $0726
81CB13:	A98000  	LDA #$0080
81CB16:	9D0300  	STA $0003,x
81CB19:	A90001  	LDA #$0100
81CB1C:	9D0700  	STA $0007,x
81CB1F:	A91EA8  	LDA #$A81E
81CB22:	9D1200  	STA $0012,x
81CB25:	E220    	SEP #$20
81CB27:	A900    	LDA #$00
81CB29:	9D1E00  	STA $001E,x
81CB2C:	9E0500  	STZ $0005,x
81CB2F:	FE0200  	INC $0002,x
81CB32:	4CE5C9  	JMP $C9E5

81CB35:	AE0007  	LDX $0700
81CB38:	DE1E00  	DEC $001E,x
81CB3B:	D031    	BNE $CB6E
81CB3D:	A901    	LDA #$01
81CB3F:	9D1E00  	STA $001E,x
81CB42:	BD0400  	LDA $0004,x
81CB45:	18      	CLC 
81CB46:	6904    	ADC #$04
81CB48:	9D0400  	STA $0004,x
81CB4B:	C968    	CMP #$68
81CB4D:	D01F    	BNE $CB6E
81CB4F:	C220    	REP #$20
81CB51:	A90001  	LDA #$0100
81CB54:	9D0900  	STA $0009,x
81CB57:	A90008  	LDA #$0800
81CB5A:	9D0B00  	STA $000B,x
81CB5D:	A983AD  	LDA #$AD83
81CB60:	9D1400  	STA $0014,x
81CB63:	E220    	SEP #$20
81CB65:	A906    	LDA #$06
81CB67:	22CB8382	JSR $8283CB
81CB6B:	FE0200  	INC $0002,x
81CB6E:	4CE5C9  	JMP $C9E5

81CB71:	20538B  	JSR $8B53
81CB74:	BD0B00  	LDA $000B,x
81CB77:	1A      	INC A
81CB78:	DD0C00  	CMP $000C,x
81CB7B:	D003    	BNE $CB80
81CB7D:	FE0200  	INC $0002,x
81CB80:	4CE5C9  	JMP $C9E5

81CB83:	4CE5C9  	JMP $C9E5
81CB86:	AE0007  	LDX $0700
81CB89:	9D0800  	STA $0008,x
81CB8C:	A9FF    	LDA #$FF
81CB8E:	9D0700  	STA $0007,x
81CB91:	C220    	REP #$20
81CB93:	98      	TYA 
81CB94:	9D1200  	STA $0012,x
81CB97:	E220    	SEP #$20
81CB99:	9E0500  	STZ $0005,x
81CB9C:	FE0200  	INC $0002,x
81CB9F:	60      	RTS

81CBA0:	AE0007  	LDX $0700
81CBA3:	A900    	LDA #$00
81CBA5:	EB      	XBA 
81CBA6:	BD0200  	LDA $0002,x
81CBA9:	0A      	ASL
81CBAA:	AA      	TAX 
81CBAB:	7CAECB  	JMP ($CBAE,x)
81CBAE:
	dw $CBC1, $CBEB, $CC11, $CC3B
	dw $CC7A, $CC91, $CCA9, $CCC8
	dw $CCDA
81CBC0:
	RTS
	
81CBC1:	AE0007  	LDX $0700
81CBC4:	9E0500  	STZ $0005,x
81CBC7:	C220    	REP #$20
81CBC9:	A9A027  	LDA #$27A0
81CBCC:	9D0300  	STA $0003,x
81CBCF:	A90001  	LDA #$0100
81CBD2:	9D0700  	STA $0007,x
81CBD5:	9E0D00  	STZ $000D,x
81CBD8:	A90000  	LDA #$0000
81CBDB:	9D1000  	STA $0010,x
81CBDE:	A9FAA7  	LDA #$A7FA
81CBE1:	9D1200  	STA $0012,x
81CBE4:	E220    	SEP #$20
81CBE6:	FE0200  	INC $0002,x
81CBE9:	80D5    	BRA $CBC0

81CBEB:	AE0007  	LDX $0700
81CBEE:	BD0400  	LDA $0004,x
81CBF1:	18      	CLC 
81CBF2:	6904    	ADC #$04
81CBF4:	9D0400  	STA $0004,x
81CBF7:	C987    	CMP #$87
81CBF9:	D013    	BNE $CC0E
81CBFB:	A906    	LDA #$06
81CBFD:	22CB8382	JSR $8283CB
81CC01:	A901    	LDA #$01
81CC03:	9D1E00  	STA $001E,x
81CC06:	A914    	LDA #$14
81CC08:	9D1F00  	STA $001F,x
81CC0B:	FE0200  	INC $0002,x
81CC0E:	4CC0CB  	JMP $CBC0

81CC11:	AE0007  	LDX $0700
81CC14:	DE1E00  	DEC $001E,x
81CC17:	1020    	BPL $CC39
81CC19:	A901    	LDA #$01
81CC1B:	9D1E00  	STA $001E,x
81CC1E:	BD0300  	LDA $0003,x
81CC21:	F004    	BEQ $CC27
81CC23:	A900    	LDA #$00
81CC25:	8002    	BRA $CC29
81CC27:	A9A0    	LDA #$A0
81CC29:	9D0300  	STA $0003,x
81CC2C:	DE1F00  	DEC $001F,x
81CC2F:	D008    	BNE $CC39
81CC31:	A0FDA7  	LDY #$A7FD
81CC34:	A905    	LDA #$05
81CC36:	2086CB  	JSR $CB86
81CC39:	8085    	BRA $CBC0

81CC3B:	AE0007  	LDX $0700
81CC3E:	BD0700  	LDA $0007,x
81CC41:	1A      	INC A
81CC42:	DD0800  	CMP $0008,x
81CC45:	D030    	BNE $CC77
81CC47:	A997    	LDA #$97
81CC49:	9D0400  	STA $0004,x
81CC4C:	C220    	REP #$20
81CC4E:	A90002  	LDA #$0200
81CC51:	9D0700  	STA $0007,x
81CC54:	9E0D00  	STZ $000D,x
81CC57:	A912A8  	LDA #$A812
81CC5A:	9D1200  	STA $0012,x
81CC5D:	A90002  	LDA #$0200
81CC60:	9D0900  	STA $0009,x
81CC63:	A90048  	LDA #$4800
81CC66:	9D0B00  	STA $000B,x
81CC69:	A99FAC  	LDA #$AC9F
81CC6C:	9D1400  	STA $0014,x
81CC6F:	E220    	SEP #$20
81CC71:	9E0500  	STZ $0005,x
81CC74:	FE0200  	INC $0002,x
81CC77:	4CC0CB  	JMP $CBC0

81CC7A:	20538B  	JSR $8B53
81CC7D:	BD0B00  	LDA $000B,x
81CC80:	1A      	INC A
81CC81:	DD0C00  	CMP $000C,x
81CC84:	D008    	BNE $CC8E
81CC86:	A920    	LDA #$20
81CC88:	9D1E00  	STA $001E,x
81CC8B:	FE0200  	INC $0002,x
81CC8E:	4CC0CB  	JMP $CBC0

81CC91:	AE0007  	LDX $0700
81CC94:	DE1E00  	DEC $001E,x
81CC97:	D00D    	BNE $CCA6
81CC99:	A012A8  	LDY #$A812
81CC9C:	A902    	LDA #$02
81CC9E:	2086CB  	JSR $CB86
81CCA1:	A909    	LDA #$09
81CCA3:	8D0807  	STA $0708
81CCA6:	4CC0CB  	JMP $CBC0

81CCA9:	AE0007  	LDX $0700
81CCAC:	C220    	REP #$20
81CCAE:	A90002  	LDA #$0200
81CCB1:	9D0900  	STA $0009,x
81CCB4:	A90028  	LDA #$2800
81CCB7:	9D0B00  	STA $000B,x
81CCBA:	A931AD  	LDA #$AD31
81CCBD:	9D1400  	STA $0014,x
81CCC0:	E220    	SEP #$20
81CCC2:	FE0200  	INC $0002,x
81CCC5:	4CC0CB  	JMP $CBC0

81CCC8:	20538B  	JSR $8B53
81CCCB:	BD0B00  	LDA $000B,x
81CCCE:	1A      	INC A
81CCCF:	DD0C00  	CMP $000C,x
81CCD2:	D003    	BNE $CCD7
81CCD4:	FE0200  	INC $0002,x
81CCD7:	4CC0CB  	JMP $CBC0

81CCDA:	4CC0CB  	JMP $CBC0

81CCDD:	A900    	LDA #$00
81CCDF:	EB      	XBA 
81CCE0:	AD2208  	LDA $0822
81CCE3:	0A      	ASL
81CCE4:	A8      	TAY 
81CCE5:	8B      	PHB 
81CCE6:	4B      	PHK 
81CCE7:	AB      	PLB 
81CCE8:	BE04CD  	LDX $CD04,Y
81CCEB:	8E0208  	STX $0802
81CCEE:	A20605  	LDX #$0506
81CCF1:	8E0408  	STX $0804
81CCF4:	A20000  	LDX #$0000
81CCF7:	8E0008  	STX $0800
81CCFA:	A903    	LDA #$03
81CCFC:	8D0608  	STA $0806
81CCFF:	9C0808  	STZ $0808
81CD02:	AB      	PLB 
81CD03:	60      	RTS

81CD04:
	dw $CD10, $CD5B, $CD82, $CDE9
	dw $CE30, $CE7C
	
81CFD5:	8B      	PHB 
81CFD6:	C220    	REP #$20
81CFD8:	A20015  	LDX #$1500
81CFDB:	A00115  	LDY #$1501
81CFDE:	9C0015  	STZ $1500
81CFE1:	A97E01  	LDA #$017E
81CFE4:	540000  	MVN $00,$00
81CFE7:	E220    	SEP #$20
81CFE9:	AB      	PLB 
81CFEA:	60      	RTS

#######SETTEI###########
81CFEB:	8B      	PHB 
81CFEC:	A980    	LDA #$80
81CFEE:	8D0021  	STA $2100
81CFF1:	A21C9D  	LDX #$9D1C
81CFF4:	22318200	JSR $008231		set BG1 
81CFF8:	A913    	LDA #$13
81CFFA:	8F2C2100	STA $00212C
81CFFE:	A982    	LDA #$82
81D000:	8F312100	STA $002131
81D004:	226A8200	JSR $00826A	init pointer
81D008:	20D5D0  	JSR $D0D5	dma kana set
81D00B:	2038D1  	JSR $D138	dma bg1 tilemap
81D00E:	2006D2  	JSR $D206	dma dragon sprite set
81D011:	2053D5  	JSR $D553
81D014:	A265A3  	LDX #$A365
81D017:	22928200	JSR $008292
81D01B:	A900    	LDA #$00
81D01D:	8D0021  	STA $2100
81D020:	9CF00F  	STZ $0FF0
81D023:	9CF10F  	STZ $0FF1
81D026:	9CFC0F  	STZ $0FFC
81D029:	9CFD0F  	STZ $0FFD
81D02C:	9CFE0F  	STZ $0FFE
81D02F:	A901    	LDA #$01
81D031:	8DFF0F  	STA $0FFF
81D034:	A903    	LDA #$03
81D036:	8D4D00  	STA $004D
81D039:	9CDC06  	STZ $06DC
81D03C:	9C4100  	STZ $0041
81D03F:	AD4100  	LDA $0041
81D042:	F0FB    	BEQ $D03F
81D044:	204FD2  	JSR $D24F
81D047:	20D7D1  	JSR $D1D7
81D04A:	2075D3  	JSR $D375
81D04D:	2098D5  	JSR $D598
81D050:	22A58382	JSR $8283A5
81D054:	229D8482	JSR $82849D
81D058:	A900    	LDA #$00
81D05A:	EB      	XBA 
81D05B:	ADDC06  	LDA $06DC
81D05E:	0A      	ASL
81D05F:	AA      	TAX 
81D060:	7C63D0  	JMP ($D063,x)
81D063:	6B      	RTL

###########SETTEI#############
81D0D5:	8B      	PHB 
81D0D6:	F40000  	PEA $0000
81D0D9:	AB      	PLB 
81D0DA:	AB      	PLB 
81D0DB:	A2A989  	LDX #$89A9
81D0DE:	A905    	LDA #$05
81D0E0:	8EDD06  	STX $06DD
81D0E3:	8DDF06  	STA $06DF
81D0E6:	A20080  	LDX #$8000
81D0E9:	A97E    	LDA #$7E
81D0EB:	8EE006  	STX $06E0
81D0EE:	8DE206  	STA $06E2
81D0F1:	22F68182	JSR $8281F6	write chara set buffer
81D0F5:	A21EF9  	LDX #$F91E
81D0F8:	A905    	LDA #$05
81D0FA:	8EDD06  	STX $06DD
81D0FD:	8DDF06  	STA $06DF
81D100:	A200A0  	LDX #$A000
81D103:	A97E    	LDA #$7E
81D105:	8EE006  	STX $06E0
81D108:	8DE206  	STA $06E2
81D10B:	22F68182	JSR $8281F6
81D10F:	F40043  	PEA $4300
81D112:	2B      	PLD 
81D113:	A980    	LDA #$80
81D115:	8D1521  	STA $2115
81D118:	A20118  	LDX #$1801
81D11B:	8670    	STX $70
81D11D:	A20080  	LDX #$8000
81D120:	A97E    	LDA #$7E
81D122:	8672    	STX $72
81D124:	8574    	STA $74
81D126:	A20000  	LDX #$0000
81D129:	8E1621  	STX $2116
81D12C:	A20028  	LDX #$2800
81D12F:	8675    	STX $75
81D131:	A980    	LDA #$80
81D133:	8D0B42  	STA $420B  dma chara set
81D136:	AB      	PLB 
81D137:	60      	RTS

####DMA BG1 map SETTEI###########
81D138:	A21CFB  	LDX #$FB1C
81D13B:	A905    	LDA #$05
81D13D:	8EDD06  	STX $06DD
81D140:	8DDF06  	STA $06DF
81D143:	A20008  	LDX #$0800
81D146:	8EE006  	STX $06E0
81D149:	9CE206  	STZ $06E2
81D14C:	22F68182	JSR $8281F6
81D150:	8B      	PHB 
81D151:	4B      	PHK 
81D152:	AB      	PLB 
81D153:	C220    	REP #$20
81D155:	A20000  	LDX #$0000
81D158:	A00010  	LDY #$1000
81D15B:	A90400  	LDA #$0004
81D15E:	8D0000  	STA $0000
81D161:	A90400  	LDA #$0004
81D164:	8D0200  	STA $0002
81D167:	BDD3D1  	LDA $D1D3,x
81D16A:	29FF00  	AND #$00FF
81D16D:	090005  	ORA #$0500
81D170:	990000  	STA $0000,Y
81D173:	990800  	STA $0008,Y
81D176:	991000  	STA $0010,Y
81D179:	991800  	STA $0018,Y
81D17C:	992000  	STA $0020,Y
81D17F:	992800  	STA $0028,Y
81D182:	993000  	STA $0030,Y
81D185:	993800  	STA $0038,Y
81D188:	C8      	INY 
81D189:	C8      	INY 
81D18A:	1A      	INC A
81D18B:	CE0200  	DEC $0002
81D18E:	D0E0    	BNE $D170
81D190:	98      	TYA 
81D191:	18      	CLC 
81D192:	693800  	ADC #$0038
81D195:	A8      	TAY 
81D196:	E8      	INX 
81D197:	CE0000  	DEC $0000
81D19A:	D0C5    	BNE $D161
81D19C:	A20010  	LDX #$1000
81D19F:	A00011  	LDY #$1100
81D1A2:	A9FF06  	LDA #$06FF
81D1A5:	540000  	MVN $00,$00
81D1A8:	E220    	SEP #$20
81D1AA:	F40043  	PEA $4300
81D1AD:	2B      	PLD 
81D1AE:	A980    	LDA #$80
81D1B0:	8D1521  	STA $2115
81D1B3:	A20118  	LDX #$1801
81D1B6:	8670    	STX $70
81D1B8:	A20008  	LDX #$0800
81D1BB:	A900    	LDA #$00
81D1BD:	8672    	STX $72
81D1BF:	8574    	STA $74
81D1C1:	A20030  	LDX #$3000
81D1C4:	8E1621  	STX $2116
81D1C7:	A20010  	LDX #$1000
81D1CA:	8675    	STX $75
81D1CC:	A980    	LDA #$80
81D1CE:	8D0B42  	STA $420B
81D1D1:	AB      	PLB 
81D1D2:	60      	RTS

########SETTEI SHOSAI#############
81D257:	8B      	PHB 
81D258:	4B      	PHK 
81D259:	AB      	PLB 
81D25A:	A900    	LDA #$00
81D25C:	EB      	XBA 
81D25D:	AD8A07  	LDA $078A
81D260:	0A      	ASL
81D261:	AA      	TAX 
81D262:	BC4FD3  	LDY $D34F,x
81D265:	A2EC08  	LDX #$08EC
81D268:	A906    	LDA #$06
81D26A:	8D0000  	STA $0000
81D26D:	B90000  	LDA $0000,Y
81D270:	9D0000  	STA $0000,x
81D273:	9E0100  	STZ $0001,x
81D276:	C8      	INY 
81D277:	E8      	INX 
81D278:	E8      	INX 
81D279:	CE0000  	DEC $0000
81D27C:	D0EF    	BNE $D26D
81D27E:	AD8B07  	LDA $078B
81D281:	222D8382	JSR $82832D
81D285:	ADAF07  	LDA $07AF
81D288:	8DAC09  	STA $09AC
81D28B:	9CAD09  	STZ $09AD
81D28E:	AD8C07  	LDA $078C
81D291:	222D8382	JSR $82832D
81D295:	ADAF07  	LDA $07AF
81D298:	8D2C0A  	STA $0A2C
81D29B:	9C2D0A  	STZ $0A2D
81D29E:	AD8D07  	LDA $078D
81D2A1:	222D8382	JSR $82832D
81D2A5:	ADAE07  	LDA $07AE
81D2A8:	8DEC0A  	STA $0AEC
81D2AB:	9CED0A  	STZ $0AED
81D2AE:	ADAF07  	LDA $07AF
81D2B1:	8DEE0A  	STA $0AEE
81D2B4:	9CEF0A  	STZ $0AEF
81D2B7:	AD8E07  	LDA $078E
81D2BA:	222D8382	JSR $82832D
81D2BE:	ADAE07  	LDA $07AE
81D2C1:	8D6C0B  	STA $0B6C
81D2C4:	9C6D0B  	STZ $0B6D
81D2C7:	ADAF07  	LDA $07AF
81D2CA:	8D6E0B  	STA $0B6E
81D2CD:	9C6F0B  	STZ $0B6F
81D2D0:	A06FD3  	LDY #$D36F
81D2D3:	AD8F07  	LDA $078F
81D2D6:	F003    	BEQ $D2DB
81D2D8:	A072D3  	LDY #$D372
81D2DB:	A22C0C  	LDX #$0C2C
81D2DE:	A903    	LDA #$03
81D2E0:	8D0000  	STA $0000
81D2E3:	B90000  	LDA $0000,Y
81D2E6:	9D0000  	STA $0000,x
81D2E9:	9E0100  	STZ $0001,x
81D2EC:	C8      	INY 
81D2ED:	E8      	INX 
81D2EE:	E8      	INX 
81D2EF:	CE0000  	DEC $0000
81D2F2:	D0EF    	BNE $D2E3
81D2F4:	A06FD3  	LDY #$D36F
81D2F7:	AD9007  	LDA $0790
81D2FA:	F003    	BEQ $D2FF
81D2FC:	A072D3  	LDY #$D372
81D2FF:	A2AC0C  	LDX #$0CAC
81D302:	A903    	LDA #$03
81D304:	8D0000  	STA $0000
81D307:	B90000  	LDA $0000,Y
81D30A:	9D0000  	STA $0000,x
81D30D:	9E0100  	STZ $0001,x
81D310:	C8      	INY 
81D311:	E8      	INX 
81D312:	E8      	INX 
81D313:	CE0000  	DEC $0000
81D316:	D0EF    	BNE $D307
81D318:	AD9107  	LDA $0791
81D31B:	222D8382	JSR $82832D
81D31F:	ADAE07  	LDA $07AE
81D322:	8D6C0D  	STA $0D6C
81D325:	9C6D0D  	STZ $0D6D
81D328:	ADAF07  	LDA $07AF
81D32B:	8D6E0D  	STA $0D6E
81D32E:	9C6F0D  	STZ $0D6F
81D331:	AD9207  	LDA $0792
81D334:	222D8382	JSR $82832D
81D338:	ADAE07  	LDA $07AE
81D33B:	8DEC0D  	STA $0DEC
81D33E:	9CED0D  	STZ $0DED
81D341:	ADAF07  	LDA $07AF
81D344:	8DEE0D  	STA $0DEE
81D347:	9CEF0D  	STZ $0DEF
81D34A:	9CFF0F  	STZ $0FFF
81D34D:	AB      	PLB 
81D34E:	60      	RTS

//########WRITE PAUSE############
81D6F6:	8B      	PHB 
81D6F7:	F47F7F  	PEA $7F7F
81D6FA:	AB      	PLB 
81D6FB:	AB      	PLB 
81D6FC:	C220    	REP #$20
81D6FE:	A20041  	LDX #$4100
81D701:	A00141  	LDY #$4101
81D704:	9C0041  	STZ $4100
81D707:	A9FE07  	LDA #$07FE
81D70A:	547F7F  	MVN $7F,$7F
81D70D:	A2D802  	LDX #$02D8
81D710:	A92224  	LDA #$2422
81D713:	A00800  	LDY #$0008
81D716:	9D0041  	STA $4100,X
81D719:	18      	CLC 
81D71A:	691000  	ADC #$0010
81D71D:	9D4041  	STA $4140,X
81D720:	38      	SEC 
81D721:	E90F00  	SBC #$000F
81D724:	E8      	INX 
81D725:	E8      	INX 
81D726:	88      	DEY 
81D727:	D0ED    	BNE $D716
81D729:	F40000  	PEA $0000
81D72C:	AB      	PLB 
81D72D:	AB      	PLB 
81D72E:	A90008  	LDA #$0800
81D731:	A2003C  	LDX #$3C00
81D734:	A00041  	LDY #$4100
81D737:	8D6600  	STA $0066
81D73A:	8E6800  	STX $0068
81D73D:	8C6A00  	STY $006A
81D740:	A97F00  	LDA #$007F
81D743:	8D6C00  	STA $006C
81D746:	E220    	SEP #$20
81D748:	A901    	LDA #$01
81D74A:	8D4200  	STA $0042
81D74D:	AB      	PLB 
81D74E:	60      	RTS

########INTRO SETTEI#############
81D82F:	8B      	PHB 
81D830:	A980    	LDA #$80
81D832:	8D0021  	STA $2100
81D835:	A2CAA4  	LDX #$A4CA
81D838:	22318200	JSR $008231	ppu setting
81D83C:	226A8200	JSR $00826A	init oam table
81D840:	2045D9  	JSR $D945	dma bg2 tileset
81D843:	20A8D9  	JSR $D9A8	dma bg2 tilemap
81D846:	A239A5  	LDX #$A539
81D849:	22928200	JSR $008292	write color buffer
81D84D:	2029DC  	JSR $DC29			HDMA settei
81D850:	A907    	LDA #$07
81D852:	8D4D00  	STA $004D
81D855:	A9F6    	LDA #$F6
81D857:	22B88382	JSR $8283B8	sfx
81D85B:	A90D    	LDA #$0D
81D85D:	22648382	JSR $828364 bgm
81D861:	A900    	LDA #$00
81D863:	8D0021  	STA $2100
81D866:	9CF00F  	STZ $0FF0
81D869:	9CF10F  	STZ $0FF1
81D86C:	9C0908  	STZ $0809
81D86F:	9C0A08  	STZ $080A
81D872:	9C0B08  	STZ $080B
81D875:	9C2008  	STZ $0820
81D878:	9C2108  	STZ $0821
81D87B:	9C2208  	STZ $0822
81D87E:	9C2308  	STZ $0823
81D881:	9CDC06  	STZ $06DC
81D884:	9C4100  	STZ $0041
81D887:	AD4100  	LDA $0041
81D88A:	F0FB    	BEQ $D887		wait nmi
81D88C:	201BDA  	JSR $DA1B		dma bg2 tilemap
81D88F:	2084DC  	JSR $DC84	kumo yuki
81D892:	20ACDC  	JSR $DCAC	load 820: effect FD ankoku
81D895:	A900    	LDA #$00
81D897:	EB      	XBA 
81D898:	ADDC06  	LDA $06DC
81D89B:	0A      	ASL
81D89C:	AA      	TAX 
81D89D:	7CA0D8  	JMP ($D8A0,x)
81D8A0:
	dw $D8A8, $D8CC, $D90A, $D93B
	
######Fade in ##########
81D8A8:	CEF00F  	DEC $0FF0
81D8AB:	101C    	BPL $D8C9
81D8AD:	A903    	LDA #$03
81D8AF:	8DF00F  	STA $0FF0
81D8B2:	ADF10F  	LDA $0FF1
81D8B5:	1A      	INC A
81D8B6:	C910    	CMP #$10
81D8B8:	F009    	BEQ $D8C3
81D8BA:	8DF10F  	STA $0FF1
81D8BD:	8F002100	STA $002100
81D8C1:	8006    	BRA $D8C9
81D8C3:	2048DA  	JSR $DA48	write txt pos
81D8C6:	EEDC06  	INC $06DC
81D8C9:	4C84D8  	JMP $D884

####HOMBAN########
81D8CC:	229D8482	JSR $82849D	check pad
81D8D0:	200DB6  	JSR $B60D	write text tilemap
81D8D3:	B01F    	BCS $D8F4
81D8D5:	AD2200  	LDA $0022	pad
81D8D8:	0D2E00  	ORA $002E
81D8DB:	2980    	AND #$80
81D8DD:	F007    	BEQ $D8E6
81D8DF:	A901    	LDA #$01
81D8E1:	8D0808  	STA $0808	press A
81D8E4:	8021    	BRA $D907
81D8E6:	AD2300  	LDA $0023
81D8E9:	0D2F00  	ORA $002F
81D8EC:	2910    	AND #$10
81D8EE:	F017    	BEQ $D907
81D8F0:	A900    	LDA #$00		press start
81D8F2:	8002    	BRA $D8F6
81D8F4:	A980    	LDA #$80
81D8F6:	8DF00F  	STA $0FF0
81D8F9:	A90F    	LDA #$0F
81D8FB:	8DF10F  	STA $0FF1
81D8FE:	A9F5    	LDA #$F5
81D900:	22B88382	JSR $8283B8  sfx
81D904:	EEDC06  	INC $06DC
81D907:	4C84D8  	JMP $D884

####End text##########
81D90A:	200DB6  	JSR $B60D
81D90D:	CEF00F  	DEC $0FF0
81D910:	1026    	BPL $D938
81D912:	A902    	LDA #$02
81D914:	8DF00F  	STA $0FF0
81D917:	ADF10F  	LDA $0FF1
81D91A:	3A      	DEC A
81D91B:	3009    	BMI $D926
81D91D:	8DF10F  	STA $0FF1
81D920:	8F002100	STA $002100
81D924:	8012    	BRA $D938
81D926:	A9F6    	LDA #$F6
81D928:	22B88382	JSR $8283B8  sfx
81D92C:	A980    	LDA #$80
81D92E:	8F002100	STA $002100
81D932:	9C4D00  	STZ $004D
81D935:	EEDC06  	INC $06DC
81D938:	4C84D8  	JMP $D884

81D93B:	9C4100  	STZ $0041
81D93E:	A901    	LDA #$01
81D940:	8DB807  	STA $07B8
81D943:	AB      	PLB 
81D944:	6B      	RTL

#######DMA INTRO BG2 TILESET ##########
81D945:	8B      	PHB 
81D946:	F40000  	PEA $0000
81D949:	AB      	PLB 
81D94A:	AB      	PLB 
81D94B:	A2BAEF  	LDX #$EFBA
81D94E:	A91E    	LDA #$1E
81D950:	8EDD06  	STX $06DD
81D953:	8DDF06  	STA $06DF
81D956:	A20080  	LDX #$8000
81D959:	A97E    	LDA #$7E
81D95B:	8EE006  	STX $06E0
81D95E:	8DE206  	STA $06E2
81D961:	22F68182	JSR $8281F6		decomp gfx tileset
81D965:	A2A989  	LDX #$89A9
81D968:	A905    	LDA #$05
81D96A:	8EDD06  	STX $06DD
81D96D:	8DDF06  	STA $06DF
81D970:	A200C0  	LDX #$C000
81D973:	A97E    	LDA #$7E
81D975:	8EE006  	STX $06E0
81D978:	8DE206  	STA $06E2
81D97B:	22F68182	JSR $8281F6	decomp font
81D97F:	F40043  	PEA $4300
81D982:	2B      	PLD 
81D983:	A980    	LDA #$80
81D985:	8D1521  	STA $2115
81D988:	A20118  	LDX #$1801
81D98B:	8670    	STX $70
81D98D:	A20080  	LDX #$8000
81D990:	A97E    	LDA #$7E
81D992:	8672    	STX $72
81D994:	8574    	STA $74
81D996:	A20000  	LDX #$0000
81D999:	8E1621  	STX $2116
81D99C:	A20060  	LDX #$6000
81D99F:	8675    	STX $75
81D9A1:	A980    	LDA #$80
81D9A3:	8D0B42  	STA $420B
81D9A6:	AB      	PLB 
81D9A7:	60      	RTS

#######DMA INTRO BG2 TILEMAP ##########
81D9A8:	8B      	PHB 
81D9A9:	F40000  	PEA $0000
81D9AC:	AB      	PLB 
81D9AD:	AB      	PLB 
81D9AE:	A257DE  	LDX #$DE57
81D9B1:	A90D    	LDA #$0D
81D9B3:	8EDD06  	STX $06DD
81D9B6:	8DDF06  	STA $06DF
81D9B9:	A20080  	LDX #$8000
81D9BC:	A97E    	LDA #$7E
81D9BE:	8EE006  	STX $06E0
81D9C1:	8DE206  	STA $06E2
81D9C4:	22F68182	JSR $8281F6
81D9C8:	A267DF  	LDX #$DF67
81D9CB:	A90D    	LDA #$0D
81D9CD:	8EDD06  	STX $06DD
81D9D0:	8DDF06  	STA $06DF
81D9D3:	A20088  	LDX #$8800
81D9D6:	A97E    	LDA #$7E
81D9D8:	8EE006  	STX $06E0
81D9DB:	8DE206  	STA $06E2
81D9DE:	22F68182	JSR $8281F6
81D9E2:	C220    	REP #$20
81D9E4:	A20088  	LDX #$8800
81D9E7:	A00010  	LDY #$1000
81D9EA:	A9FF07  	LDA #$07FF
81D9ED:	54007E  	MVN $00,$7E
81D9F0:	E220    	SEP #$20
81D9F2:	F40043  	PEA $4300
81D9F5:	2B      	PLD 
81D9F6:	A980    	LDA #$80
81D9F8:	8D1521  	STA $2115
81D9FB:	A20118  	LDX #$1801
81D9FE:	8670    	STX $70
81DA00:	A20080  	LDX #$8000
81DA03:	A97E    	LDA #$7E
81DA05:	8672    	STX $72
81DA07:	8574    	STA $74
81DA09:	A20030  	LDX #$3000
81DA0C:	8E1621  	STX $2116
81DA0F:	A20010  	LDX #$1000
81DA12:	8675    	STX $75
81DA14:	A980    	LDA #$80
81DA16:	8D0B42  	STA $420B
81DA19:	AB      	PLB 
81DA1A:	60      	RTS

########DMA BG2 TXT TILEMAP#####
81DA1B:	8B      	PHB 
81DA1C:	F40000  	PEA $0000
81DA1F:	AB      	PLB 
81DA20:	AB      	PLB 
81DA21:	F40043  	PEA $4300
81DA24:	2B      	PLD 
81DA25:	A980    	LDA #$80
81DA27:	8D1521  	STA $2115
81DA2A:	A20118  	LDX #$1801
81DA2D:	8670    	STX $70
81DA2F:	A20010  	LDX #$1000
81DA32:	8672    	STX $72
81DA34:	6474    	STZ $74
81DA36:	A20034  	LDX #$3400
81DA39:	8E1621  	STX $2116
81DA3C:	A20008  	LDX #$0800
81DA3F:	8675    	STX $75
81DA41:	A980    	LDA #$80
81DA43:	8D0B42  	STA $420B
81DA46:	AB      	PLB 
81DA47:	60      	RTS

###Write initial txt pos ######
81DA48:	A263DA  	LDX #$DA63
